Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,95 % CI,Lower CI,Upper CI,FIPS,Geolocation,Region,State Abbreviation,Census Division,CI Available Flag,Data Value Category,Year Group
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Total Events,Total Events,105,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Males,Age,18-44,18-44,Rate (per 100),Rate (per 100),3.5,1.9-5.1,1.9,5.1,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Males,Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),359.9,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2020-2024
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,Total Events,Total Events,"1,495",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,65-74,65-74,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",14.5,12.1-16.9,12.1,16.9,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.3,0.2-0.5,0.2,0.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,18+,Total,Total Events,Total Events,"2,925",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,75+,75+,Estimated Events Attributable to Diabetes,Events ATD (in thousands),465,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",10.6,8.4-12.7,8.4,12.7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Black,Not Stratified,Overall,Overall,Total Events,Total Events,"1,373",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,75+,75+,Total Events,Total Events,"1,890",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,Total Events,Total Events,239,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",8.2,7.1-9.4,7.1,9.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Overall,Age,18-44,18-44,Rate (per 100),Rate (per 100),3.3,2.3-4.3,2.3,4.3,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,18-44,18-44,Total Events,Total Events,267,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,Estimated Events Attributable to Diabetes,Events ATD (in thousands),407,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,Estimated Events Attributable to Diabetes,Events ATD (in thousands),364,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic White,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",9.5,8.8-10.4,8.8,10.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,75+,75+,Total Events,Total Events,"3,051",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,Total Events,Total Events,523,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,Estimated Events Attributable to Diabetes,Events ATD (in thousands),381,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,45-64,45-64,Total Events,Total Events,"1,058",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,Total Events,Total Events,12,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"12,060",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Black,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",7.7,6.4-9.8,6.4,9.8,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,75+,75+,Total Events,Total Events,"1,472",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,75+,75+,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.2,2.2-4.2,2.2,4.2,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Race-Ethnicity,Non-Hispanic Other Races,Age,18+,Total,Estimated Cases (in thousands),Estimated Cases (in thousands),24.6,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2020-2024
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65-74,65-74,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"20,050",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6.2,3.3-9.1,3.3,9.1,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18+,Total,Total Events,Total Events,"4,302",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Crude Rate (per 100),Crude Rate (per 100),26.6,26.2-27.1,26.2,26.2,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18-44,18-44,Total Events,Total Events,11,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"2,542",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,"1,195",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Race-Ethnicity,Non-Hispanic Other Races,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.9,0.7-1.4,0.7,1.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,Total Events,Total Events,370,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,75+,75+,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.4,2.6-4.2,2.6,4.2,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Sex,Females,Age,18-44,18-44,Estimated Cases (in thousands),Estimated Cases (in thousands),37.8,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2020-2024
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.8,0.7-0.9,0.7,0.9,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",1.3,0.9-1.7,0.9,1.7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"9,970",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",5.4,3.7-7.2,3.7,7.2,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Overall,Age,65+,Total,Crude Rate (per 100),Crude Rate (per 100),37.8,37.5-38.0,37.5,37.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",21.4,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2015-2019
2019,Tennessee,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",17.3,13.1-21.6,13.1,21.6,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2015-2019
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.7,0.6-0.7,0.6,0.7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Rural and Urban Areas,Urban,Not Stratified,Overall,Overall,Total Events,Total Events,"3,757",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,75+,75+,Total Cases,Total Cases,"20,823",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Stroke,Hospitalizations for Stroke as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",12.5,11.4-13.7,11.4,13.7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,75+,75+,Estimated Events Attributable to Diabetes,Events ATD (in thousands),292,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Income,Low Income (<$35k),Age,18+,Total,Rate (per 100),Rate (per 100),21.3,18.5-24.2,18.5,24.2,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,Age-adjusted,Age-adjusted,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),20.8,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,75+,75+,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",4.4,3.4-5.5,3.4,5.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",9.6,8.7-10.5,8.7,10.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Race-Ethnicity,Non-Hispanic White,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",6.1,5.6-6.6,5.6,6.7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,75+,75+,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",3.7,2.4-5.0,2.4,5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Race-Ethnicity,Non-Hispanic White,Age,18+,Total,Rate (per 100),Rate (per 100),13.9,12.5-15.2,12.5,15.2,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),41,40.5-41.5,40.5,40.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,75+,75+,Total Events,Total Events,458,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",5.7,4.8-7.1,4.8,7,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,45-64,45-64,Total Events,Total Events,"1,778",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2021,Tennessee,Congestive Heart Failure,"Prevalence of Congestive Heart Failure in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,Age-adjusted,Age-adjusted,Age-adjusted Rate (per 100),Age-adjusted Rate (per 100),22.8,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2020-2024
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65+,Total,Estimated Cases Attributable to Diabetes,Cases ATD (in thousands),"24,780",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",5.1,4.3-6.3,4.3,6.3,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2021,Tennessee,Chronic Kidney Disease,"Prevalence of Chronic Kidney Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Females,Age,65-74,65-74,Crude Rate (per 100),Crude Rate (per 100),30.1,29.6-30.5,29.6,29.6,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2019,Tennessee,Hypoglycemia,Hospitalizations for Hypoglycemia as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,Total Events,Total Events,615,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,"1,902",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",23.5,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Medium,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,65-74,65-74,Estimated Events Attributable to Diabetes,Events ATD (in thousands),593,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18-44,18-44,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",4.1,2.8-5.4,2.8,5.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,Estimated Events Attributable to Diabetes,Events ATD (in thousands),"1,089",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Diabetic Ketoacidosis,Hospitalizations for Diabetic Ketoacidosis as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,Total Events,Total Events,"4,827",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Education,More than high school,Age,18+,Total,Rate (per 100),Rate (per 100),11.1,9.8-12.4,9.8,12.4,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2020-2024
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,18+,Total,"Age-adjusted Rate (per 1,000)","Age-adjusted Rate (per 1,000)",5.5,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Low,2015-2019
2021,Tennessee,Diabetes Prevalence,"Prevalence of Self-reported Diagnosed Diabetes in Adults, Aged 18 Years or Older",Rural and Urban Areas,Rural,Age,18+,Total,Rate (per 100),Rate (per 100),18.5,14.5-22.5,14.5,22.5,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Medium,2020-2024
2019,Tennessee,Hyperosmolar Hyperglycemic Nonketotic Syndrome,Hospitalizations for Hyperosmolar Hyperglycemic Nonketotic Syndrome as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",0.7,0.6-0.8,0.6,0.8,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,65-74,65-74,Total Events,Total Events,"2,315",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Males,Age,45-64,45-64,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",9.2,7.3-11.1,7.3,11.1,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Rural and Urban Areas,Rural,Not Stratified,Overall,Overall,Total Events,Total Events,540,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Females,Age,65-74,65-74,Total Events,Total Events,953,Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,High,2015-2019
2019,Tennessee,Myocardial Infarction,Hospitalizations for Myocardial Infarction as First-Listed Diagnosis in Adults with Diabetes,Sex,Overall,Age,18+,Total,Total Events,Total Events,"7,374",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2021,Tennessee,Coronary Heart Disease,"Prevalence of Coronary Heart Disease in Medicare Beneficiaries with Diabetes, Aged 65 Years or Older",Sex,Males,Age,75+,75+,Total Cases,Total Cases,"37,751",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2020-2024
2019,Tennessee,Congestive Heart Failure,Hospitalizations for Congestive Heart Failure as First-Listed Diagnosis in Adults with Diabetes,Sex,Males,Age,18+,Total,Total Events,Total Events,"7,945",Not Available,Not Available,Not Available,47,POINT (-85.774491 35.680941),South,TN,East South Central,No,Not Available,2015-2019
2019,Tennessee,Lower Extremity Amputations,Hospitalizations for Lower Extremity Amputations in Adults with Diabetes,Sex,Overall,Age,18+,Total,"Crude Rate (per 1,000)","Crude Rate (per 1,000)",5.6,5.1-6.1,5.1,6.1,47,POINT (-85.774491 35.680941),South,TN,East South Central,Yes,Low,2015-2019
