Year,Location,Short Indicator Text,Long Indicator Text,Stratification 1,Stratification Group 1,Stratification 2,Stratification Group 2,Stratification Group 2 Label,Data Type,Data Type Label,Data Value,FIPS,Geolocation,Region,State Abbreviation,Census Division,Data Value Available Flag,Data Value Category,Year Group,Location Type
2021,Rhode Island,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),16,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Low,2020-2024,State
2021,Alaska,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,18-44,18-44,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),65.3,02,POINT (-147.722059 64.84508),West,AK,Pacific,Yes,Medium,2020-2024,State
2021,Mississippi,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,"Deaths per 100,000","Deaths per 100,000",115,28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,Medium,2020-2024,State
2021,Washington,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,182,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024,State
2021,Illinois,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,75+,75+,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,181,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,High,2020-2024,State
2021,Connecticut,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Females,Age,75+,75+,Number of Deaths,Number of Deaths,202,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,High,2020-2024,State
2021,Minnesota,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,0,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024,State
2021,Alabama,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,9.4,01,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,Low,2020-2024,State
2021,New Mexico,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,65-74,65-74,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,2.5,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Low,2020-2024,State
2021,New Jersey,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,"Deaths per 100,000","Deaths per 100,000",27,34,POINT (-74.273691 40.13057),Northeast,NJ,Middle Atlantic,Yes,Medium,2020-2024,State
2021,Illinois,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,65-74,65-74,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,2.8,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Low,2020-2024,State
2021,District of Columbia,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,45-64,45-64,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),43.2,11,POINT (-77.031961 38.890371),South,DC,South Atlantic,Yes,Medium,2020-2024,District
2021,Colorado,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),178.9,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,High,2020-2024,State
2021,Washington,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.1,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,Low,2020-2024,State
2021,West Virginia,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,101,54,POINT (-80.71264 38.66551),South,WV,South Atlantic,Yes,Medium,2020-2024,State
2021,Colorado,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,Number of Deaths,Number of Deaths,329,08,POINT (-106.133611 38.843841),West,CO,Mountain,Yes,High,2020-2024,State
2021,Georgia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,4.2,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Low,2020-2024,State
2021,Georgia,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.7,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Low,2020-2024,State
2021,Oregon,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,18+,Average/Total,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,4.2,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Low,2020-2024,State
2021,Massachusetts,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,65-74,65-74,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),395.4,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024,State
2021,Indiana,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,Number of Deaths,Number of Deaths,381,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024,State
2021,Maine,Diabetes Cause of Death,Number of Deaths with Diabetes as Underlying Cause of Death (UCOD) in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,Number of Deaths,Number of Deaths,0,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,Low,2020-2024,State
2021,Massachusetts,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,71,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,Medium,2020-2024,State
2021,Vermont,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,6.1,50,POINT (-72.517641 43.625381),Northeast,VT,New England,Yes,Low,2020-2024,State
2021,Iowa,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,18+,Average/Total,Average YPLLs due to Diabetes,Average YPLLs ATD,4,19,POINT (-93.816491 42.469401),Midwest,IA,West North Central,Yes,Low,2020-2024,State
2021,Utah,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,45-64,45-64,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.4,49,POINT (-111.587131 39.3607),West,UT,Mountain,Yes,Low,2020-2024,State
2021,Arkansas,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,65-74,65-74,Number of Persons with Diabetes (in thousands),PWD (in thousands),40,05,POINT (-92.274491 34.74865),South,AR,West South Central,Yes,Medium,2020-2024,State
2021,Maine,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,171,23,POINT (-68.985031 45.254229),Northeast,ME,New England,Yes,High,2020-2024,State
2021,Nebraska,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,45-64,45-64,Number of Persons with Diabetes (in thousands),PWD (in thousands),31,31,POINT (-99.365721 41.641041),Midwest,NE,West North Central,Yes,Medium,2020-2024,State
2021,Massachusetts,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,75+,75+,"Deaths per 100,000","Deaths per 100,000",188,25,POINT (-72.082691 42.27687),Northeast,MA,New England,Yes,High,2020-2024,State
2021,Virginia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,54,51,POINT (-78.45789 37.542681),South,VA,South Atlantic,Yes,Medium,2020-2024,State
2021,Wyoming,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15+,Total,All Causes of Death (Estimated),All Causes of Death,350,56,POINT (-108.10983 43.235541),West,WY,Mountain,Yes,High,2020-2024,State
2021,Hawaii,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,33,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Medium,2020-2024,State
2021,Wisconsin,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,18-44,18-44,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,9.2,55,POINT (-89.816371 44.393191),Midwest,WI,East North Central,Yes,Low,2020-2024,State
2021,Alabama,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,399,01,POINT (-86.631861 32.840571),South,AL,East South Central,Yes,High,2020-2024,State
2021,Hawaii,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,102,15,POINT (-157.857749 21.30485),West,HI,Pacific,Yes,Medium,2020-2024,State
2021,Texas,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,45-64,45-64,"Deaths per 100,000","Deaths per 100,000",24,48,POINT (-99.42677 31.82724),South,TX,West South Central,Yes,Medium,2020-2024,State
2021,Indiana,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Females,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,168,18,POINT (-86.14996 39.76691),Midwest,IN,East North Central,Yes,High,2020-2024,State
2021,Georgia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,389,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,High,2020-2024,State
2021,Michigan,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.6,26,POINT (-84.71439 44.66132),Midwest,MI,East North Central,Yes,Low,2020-2024,State
2021,Montana,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),7,30,POINT (-109.424421 47.066529),West,MT,Mountain,Yes,Low,2020-2024,State
2021,Georgia,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Overall,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,51,13,POINT (-83.62758 32.839681),South,GA,South Atlantic,Yes,Medium,2020-2024,State
2021,Connecticut,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,75+,75+,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0,09,POINT (-72.649841 41.562661),Northeast,CT,New England,Yes,Low,2020-2024,State
2021,Oregon,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,440,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,High,2020-2024,State
2021,Minnesota,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,10,27,POINT (-94.794201 46.355649),Midwest,MN,West North Central,Yes,Low,2020-2024,State
2021,Florida,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,6,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Low,2020-2024,State
2021,Mississippi,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,All Causes of Death (Estimated),All Causes of Death,"1,730",28,POINT (-89.538031 32.74551),South,MS,East South Central,Yes,High,2020-2024,State
2021,Pennsylvania,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Females,Age,65-74,65-74,Average YPLLs due to Diabetes,Average YPLLs ATD,2.5,42,POINT (-77.8607 40.79373),Northeast,PA,Middle Atlantic,Yes,Low,2020-2024,State
2021,Washington,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,500,53,POINT (-120.470011 47.522279),West,WA,Pacific,Yes,High,2020-2024,State
2021,Oregon,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Overall,Age,45-64,45-64,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),0.6,41,POINT (-120.155031 44.567449),West,OR,Pacific,Yes,Low,2020-2024,State
2021,New Mexico,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,4,35,POINT (-106.240581 34.520881),West,NM,Mountain,Yes,Low,2020-2024,State
2021,Oklahoma,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,All Causes of Death (Estimated),All Causes of Death,439,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,High,2020-2024,State
2021,Nevada,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15+,Total,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,63,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024,State
2021,Delaware,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Overall,Age,75+,75+,Number of Persons with Diabetes (in thousands),PWD (in thousands),22,10,POINT (-75.577741 39.008831),South,DE,South Atlantic,Yes,Medium,2020-2024,State
2021,New Hampshire,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Males,Age,45-64,45-64,Average QALYs Lost due to Diabetes,Average QALYs Lost ATD,5.1,33,POINT (-71.500361 43.65595),Northeast,NH,New England,Yes,Low,2020-2024,State
2021,Illinois,Diabetes Cause of Death,"Deaths with Diabetes as Underlying Cause of Death (UCOD) per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,"Deaths per 100,000","Deaths per 100,000",59,17,POINT (-88.99771 40.48501),Midwest,IL,East North Central,Yes,Medium,2020-2024,State
2021,Rhode Island,Cause-specific Deaths,Number of Diabetes-attributable Deaths in Persons Aged 15 Years or Older,Sex,Overall,Age,45-64,45-64,Cause-specific Diabetes-Attributable Deaths: End Stage Renal Disease,Deaths ATD: End Stage Renal Disease,57,44,POINT (-71.52247 41.70828),Northeast,RI,New England,Yes,Medium,2020-2024,State
2021,Nevada,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Males,Age,15-44,15-44,All Causes of Death (Estimated),All Causes of Death,24,32,POINT (-117.071841 39.49324),West,NV,Mountain,Yes,Medium,2020-2024,State
2021,Oklahoma,Quality Adjusted Life Years Lost,Estimated Quality Adjusted Life Years (QALYs),Sex,Females,Age,65-74,65-74,Total QALYs Lost due to Diabetes (in thousands),Total QALYs Lost ATD (in thousands),134,40,POINT (-97.52107 35.472031),South,OK,West South Central,Yes,Medium,2020-2024,State
2021,Florida,Years of Potential Life Lost,Estimated Years of Potential Life Lost (YPLL) due to Diabetes,Sex,Males,Age,18+,Average/Total,Total YPLLs due to Diabetes (in thousands),Total YPLLs ATD (in thousands),4,12,POINT (-81.928961 28.93204),South,FL,South Atlantic,Yes,Low,2020-2024,State
2021,Missouri,Cause-specific Deaths,"Diabetes-attributable deaths per 100,000 Persons Aged 15 Years or Older",Sex,Females,Age,65-74,65-74,Cause-specific Diabetes-Attributable Deaths: Cardiovascular Disease (Estimated),Deaths ATD: Cardiovascular Disease,99,29,POINT (-92.5663 38.635791),Midwest,MO,West North Central,Yes,Medium,2020-2024,State
